rank,name,uniprot,species,score,simiscore
329,Thymidylate synthase (TS),P04818,Homo sapiens,0.02,1.382
330,Tubulin alpha chain,P02550,Sus scrofa,0.02,1.381
331,neutrophil cytosolic factor 1,A8K7S9,Homo sapiens,0.039,1.381
332,Adenosine Receptor A2A,B2R7E0,Homo sapiens,0.058,1.381
333,Src,Q76P87,Homo sapiens,0.039,1.38
334,Transcriptional activator protein luxR,Q5DZ01,Vibrio fischeri (strain ATCC 700601 / ES114),0.02,1.38
335,leucine aminopeptidase,n/a,Plasmodium falciparum 3D7,0.058,1.38
336,Xanthine dehydrogenase,P80457,Bos taurus,0.02,1.38
337,Phosphodiesterase 4C/4D/Type 4,B3KTC4,Homo sapiens,0.02,1.38
338,Cyclooxygenase-1,Q63684,Rattus norvegicus,0.02,1.38
339,Phospholipase D1/D2,Q13393,Homo sapiens,0.02,1.38
340,Melatonin receptor 1A,A0AVC5,Homo sapiens,0.02,1.379
341,17-beta-hydroxysteroid-dehydrogenase,n/a,Curvularia lunata,0.02,1.379
342,Sentrin-specific protease 2 (SENP2),Q9HC62,Homo sapiens,0.009,1.379
343,Sentrin-specific protease 1,Q9P0U3,Homo sapiens,0.01,1.379
344,Beta-chymotrypsin,P17538,Homo sapiens,0.019,1.378
345,Metabotropic glutamate receptor 5,P31424,Rattus norvegicus,0.058,1.378
346,HIV-1 Reverse Transcriptase,n/a,Human immunodeficiency virus type 1,0.019,1.378
347,Cyclooxygenase-1,P05979,Ovis aries,0.058,1.378
348,Envelope glycoprotein gp160,P04578,Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1),0.019,1.377
349,Trace amine-associated receptor 1,Q96RJ0,Homo sapiens,0.032,1.377
350,nuclear receptor coactivator 3 isoform a,Q9UPC9,Homo sapiens,0.019,1.377
351,Sigma opioid receptor,O00725,Homo sapiens,0.019,1.377
352,guanine nucleotide-binding protein subunit alpha-15,P30679,Homo sapiens,0.007,1.377
353,Aldose reductase,P07943,Rattus norvegicus,0.019,1.377
354,Metabotropic glutamate receptor 5,P41594,Homo sapiens,0.019,1.377
355,Voltage-gated potassium channel subunit Kv7.2/Kv7.3,O43526,Homo sapiens,0.019,1.377
356,Dihydrofolate reductase,P00374,Homo sapiens,0.006,1.376
357,Neurokinin 3 receptor,P29371,Homo sapiens,0.019,1.376
358,Estrogen Receptor (ER-alpha),Q6MZQ9,Homo sapiens,0.019,1.376
359,Tyrosine-protein kinase receptor FLT3,Q13414,Homo sapiens,0.019,1.376
360,DNA (cytosine-5)-methyltransferase 1 isoform b,Q9ULA2,Homo sapiens,0.019,1.376
361,BZLF2,Q1HVG2,Human herpesvirus 4 type 2,0.019,1.376
362,Dihydrofolate reductase,P0A017,Staphylococcus aureus,0.013,1.376
363,Sodium channel beta-1/beta-2/beta-3/beta-4/protein type IV alpha/protein type V alpha/protein type VII alpha subunit,n/a,Homo sapiens,0.039,1.376
364,GABA receptor alpha-5/beta-3/gamma-2 subunit,n/a,Homo sapiens,0.019,1.375
365,MEP2,P41948,Saccharomyces cerevisiae,0.019,1.375
366,"Vanilloid Receptor 1 (TRPV1, VR1)",O35433,Rattus norvegicus (rat),0.039,1.374
367,HIV-1 Reverse Transcriptase RNase H,n/a,Human immunodeficiency virus 1,0.019,1.374
368,Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCH-L1),Q9R0P9,Mus musculus (Mouse),0.019,1.373
369,Estrogen receptor beta (ER-beta) (Nuclear receptor subfamily 3 group A member 2).,O75583,Homo sapiens,0.019,1.373
370,Carbonic Anhydrase XII,Q53YE5,Homo sapiens,0.019,1.373
371,B-cell leukemia/lymphoma 2 related protein A1a,Q07440,Mus musculus (Mouse),0.019,1.372
372,Acetylcholine receptor protein alpha chain/Acetylcholine receptor protein delta chain /Acetylcholine receptor protein gamma chain/Neuronal acetylcholine receptor protein beta-2 subunit,P02716,Mus musculus,0.019,1.372
373,nucleotide-binding oligomerization domain containing 2,Q9HC29,Homo sapiens,0.019,1.372
374,Melatonin receptor 1A/1B,A0AVC5,Homo sapiens,0.019,1.372
375,NAD-dependent deacetylase sirtuin-5,Q9NXA8,Homo sapiens,0.005,1.372
376,Cyclooxygenase-1,P23219,Homo sapiens,0.019,1.372
377,placental-like alkaline phosphatase preproprotein,Q16727,Homo sapiens,0.019,1.372
378,Cytochrome P450 2C19,P33261,Homo sapiens,0.019,1.372
379,NADPH oxidase 1,Q2PP02,Homo sapiens,0.019,1.372
380,"NAD-dependent deacetylase sirtuin-3, mitochondrial",Q9NTG7,Homo sapiens,0.003,1.372
381,Myeloid cell leukemia sequence 1 (BCL2-related),Q9UHR8,Homo sapiens,0.019,1.371
382,Histamine H1 Receptor,P35367,Homo sapiens,0.008,1.371
383,Histamine H2 receptor,P25021,Homo sapiens,0.011,1.371
384,Tyrosinase,O42713,Agaricus bisporus,0.019,1.37
385,Cannabinoid Receptor 1/2,B2R9T4,Homo sapiens,0.019,1.37
386,"Chain B, Rna Aptamer Complexed With Hiv-1 Rev Peptide, Nmr, 7 Structures",n/a,Human immunodeficiency virus 1,0.019,1.37
387,Butyrylcholinesterase (BuChE),n/a,Rattus norvegicus,0.019,1.37
388,Dopamine Transporter (DAT),P23977,Rattus norvegicus,0.019,1.37
389,NADH-ubiquinone oxidoreductase chain 1 /2 /3 /4 /4L /5 /6,P03886,Homo sapiens,0.019,1.37
390,Mu Opioid Receptor,Q2TV21,Rattus norvegicus,0.019,1.369
391,Androgen Receptor (AR),Q9UD95,Homo sapiens,0.019,1.369
392,Sodium channel protein type V alpha subunit/ alpha subunit,P15389,Rattus norvegicus,0.019,1.369
393,Alpi,n/a,Mus musculus,0.019,1.368
394,Adenosine A1 receptor,P25099,Rattus norvegicus,0.019,1.368
395,Phosphodiesterase Type 3,O60865,Homo sapiens,0.019,1.368
396,Alpha-1a adrenergic receptor,P43140,Rattus norvegicus,0.019,1.368
397,Leukocyte elastase,Q6B0D9,Homo sapiens,0.019,1.367
398,Cytochrome P450 19A1,P22443,Rattus norvegicus,0.019,1.367
399,Serotonin Receptor 2C,Q9NP28,Homo sapiens,0.019,1.367
400,HTR1A,P19327,RAT,0.019,1.367
401,Galanin receptor 3,Q53YJ4,Homo sapiens,0.019,1.366
402,Monoamine Oxidase Type B (MAO-B),Q5EBB5,Rattus norvegicus,0.019,1.366
