,Id,Fit,Norm Fit,Name,Keywords,Class,UNIPROT,Trypanosomatida
233,3CUE,3.784,0.5406,Transport protein particle 23 kDa subunit,PROTEIN TRANSPORT,OTHER,Q03784,False
234,2D3O,4.318,0.5397,Trigger factor,RIBOSOME,ISOMERASES,Q9RT21,False
235,1NOX,4.315,0.5394,NADH dehydrogenase,FLAVOENZYME,TRANSLOCASES,Q60049,False
236,1IG7,4.294,0.5368,Homeobox protein MSX-1,TRANSCRIPTION/DNA,OTHER,P13297,False
237,2QL6,4.293,0.5366,Nicotinamide riboside kinase 1,"SIGNALING PROTEIN,TRANSFERASE",TRANSFERASES,NRK1_HUMAN,False
238,3G2B,4.286,0.5358,Coenzyme PQQ synthesis protein D,BIOSYNTHETIC PROTEIN,OTHER,Q8P6M8,False
239,1I5P,4.285,0.5357,Pesticidal crystal protein cry2Aa,TOXIN,OTHER,P0A377,False
240,2FIQ,3.209,0.5349,"D-tagatose-1,6-bisphosphate aldolase subunit gatZ",TRANSFERASE,OTHER,Q8X7H4,False
241,2HZB,7.472,0.5337,UPF0052 protein BH3568,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q9K706,False
242,2R6W,4.265,0.5332,Estrogen receptor,TRANSCRIPTION,OTHER,ESR1_HUMAN,False
243,1OMZ,4.26,0.5325,Exostosin-like 2,TRANSFERASE,TRANSFERASES,Q9ES89,False
244,2PLA,3.193,0.5322,Glycerol-3-phosphate dehydrogenase 1-like protein,OXIDOREDUCTASE,OXIDOREDUCTASES,Q8N335,False
245,3GG6,3.192,0.532,Nucleoside diphosphate-linked moiety X motif 18,HYDROLASE,HYDROLASES,Q6ZVK8,False
246,1OG6,4.255,0.5319,Oxidoreductase ydhF,OXIDOREDUCTASE,OXIDOREDUCTASES,P76187,False
247,1SY6,4.253,0.5316,T-cell surface glycoprotein CD3 epsilon chain,signaling protein/antibiotic,OTHER,CD3E_HUMAN,False
248,1H2T,4.246,0.5308,Nuclear cap-binding protein subunit 1,NUCLEAR PROTEIN,OTHER,Q09161,False
249,1GYL,4.243,0.5304,Peroxisomal (S)-2-hydroxy-acid oxidase,OXIDOREDUCTASE (FLAVOENZYME),OXIDOREDUCTASES,P05414,False
250,3D54,3.71,0.53,Phosphoribosylformylglycinamidine synthase 2,LIGASE,LIGASES,Q9X0X3,False
251,1XFI,3.707,0.5296,Uncharacterized protein At2g17340,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",HYDROLASES,Q949P3,False
252,1XIP,4.236,0.5295,Nucleoporin NUP159,TRANSPORT PROTEIN,OTHER,P40477,False
253,1UF0,3.176,0.5293,Serine/threonine-protein kinase DCLK1,TRANSFERASE,TRANSFERASES,DCLK1_HUMAN,False
254,2GLI,3.696,0.528,Zinc finger protein GLI1,TRANSCRIPTION/DNA,OTHER,GLI1_HUMAN,False
255,3B46,4.223,0.5279,Probable kynurenine--oxoglutarate transaminase BNA3,TRANSFERASE,TRANSFERASES,P47039,False
256,1KUK,4.223,0.5278,Zinc metalloproteinase/disintegrin,HYDROLASE/HYDROLASE INHIBITOR,OTHER,O57413,False
257,1IQ6,2.637,0.5273,"Aeromonas caviae phaC PHA synthase,complete cds",LYASE,LYASES,O32472,False
258,2PR6,3.687,0.5267,Blue-light photoreceptor,"FLAVOPROTEIN, SIGNALING PROTEIN",OTHER,O34627,False
259,1N2C,4.207,0.5259,Nitrogenase molybdenum-iron protein alpha chain,COMPLEX OF NITROGENASE PROTEINS,OXIDOREDUCTASES,P07328,False
260,1PZQ,4.205,0.5256,"Erythronolide synthase, modules 3 and 4",TRANSFERASE,TRANSFERASES,Q03132,False
261,1TIY,3.14,0.5233,Guanine deaminase,HYDROLASE,HYDROLASES,O34598,False
262,1KN9,4.183,0.5229,Signal peptidase I,HYDROLASE,HYDROLASES,P00803,False
263,1WM4,7.311,0.5222,Coactosin-like protein,PROTEIN BINDING,OTHER,Q9CQI6,False
264,2GWL,4.178,0.5222,65 kDa virulence protein,TRANSFERASE,TRANSFERASES,P21454,False
265,2CU7,4.168,0.521,Histone H2A deubiquitinase MYSM1,TRANSCRIPTION,HYDROLASES,Q5VVJ2,False
266,1MIU,3.639,0.5199,Breast cancer type 2 susceptibility protein homolog,GENE REGULATION/ANTITUMOR PROTEIN,OTHER,P97929,False
267,1ZQ3,2.599,0.5199,Homeotic protein bicoid,TRANSCRIPTION/DNA,OTHER,P09081,False
268,2I3S,5.711,0.5192,Cell cycle arrest protein BUB3,CELL CYCLE,OTHER,P26449,False
269,2ZJ4,4.142,0.5177,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1,TRANSFERASE,TRANSFERASES,Q06210,False
270,1B0N,3.621,0.5173,HTH-type transcriptional regulator sinR,TRANSCRIPTION REGULATOR,OTHER,P06533,False
271,1WIB,4.136,0.517,60S ribosomal protein L12,RIBOSOME,OTHER,P35979,False
272,2V4J,4.129,0.5161,"Sulfite reductase, dissimilatory-type subunit alpha",OXIDOREDUCTASE,OTHER,P45574,False
273,2II4,3.603,0.5147,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",TRANSFERASE,TRANSFERASES,P11181,False
274,2C0O,8.229,0.5143,Tyrosine-protein kinase HCK,TRANSFERASE,TRANSFERASES,HCK_HUMAN,False
275,2CVO,4.112,0.514,"Probable N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic",OXIDOREDUCTASE,OXIDOREDUCTASES,Q6AV34,False
276,2POC,2.568,0.5136,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing],TRANSFERASE,TRANSFERASES,P53704,False
277,2P3N,5.126,0.5126,Inositol-1-monophosphatase,HYDROLASE,HYDROLASES,O33832,False
278,1HK8,4.096,0.512,Anaerobic ribonucleoside-triphosphate reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,P07071,False
279,2H12,4.095,0.5118,Citrate synthase,TRANSFERASE,TRANSFERASES,P20901,False
280,2C62,3.581,0.5116,Activated RNA polymerase II transcriptional coactivator p15,TRANSCRIPTION,OTHER,P53999,False
281,2AYL,4.081,0.5102,Prostaglandin G/H synthase 1,OXIDOREDUCTASE,OXIDOREDUCTASES,P05979,False
282,1K77,4.079,0.5099,Protein ygbM,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",ISOMERASES,Q46891,False
283,3H7F,4.071,0.5089,Serine hydroxymethyltransferase 1,TRANSFERASE,OTHER,O53441,False
284,3CWZ,3.561,0.5087,Ras-related protein Rab-6A,TRANSPORT PROTEIN,OTHER,P20340,False
285,2HPS,4.069,0.5086,Luciferin-binding protein,LUMINESCENT PROTEIN,OTHER,P05938,False
286,2O2J,4.068,0.5085,Tryptophan synthase beta chain,LYASE,OTHER,P66984,False
287,2G7H,4.064,0.508,Methylated-DNA--protein-cysteine methyltransferase,TRANSFERASE,TRANSFERASES,Q58924,False
288,1EF8,4.057,0.5071,Methylmalonyl-CoA decarboxylase,LYASE,LYASES,P52045,False
289,1S99,2.531,0.5063,Putative HMP/thiamine-binding protein ykoF,LIGAND BINDING PROTEIN,OTHER,O34911,False
290,3DT9,4.049,0.5061,Platelet-activating factor acetylhydrolase IB subunit gamma,HYDROLASE,HYDROLASES,Q29460,False
291,2DE4,3.539,0.5056,2-hydroxybiphenyl-2-sulfinate desulfinase,HYDROLASE,HYDROLASES,P54997,False
292,2JBP,4.041,0.5051,MAP kinase-activated protein kinase 2,TRANSFERASE,TRANSFERASES,P49137,False
293,1MC8,3.536,0.5051,Flap structure-specific endonuclease,HYDROLASE,HYDROLASES,O50123,False
294,2UYY,2.525,0.505,Putative oxidoreductase GLYR1,CYTOKINE,OTHER,Q49A26,False
295,2H59,4.037,0.5046,Cellular tumor antigen p53,HYDROLASE,OTHER,P53_HUMAN,False
296,1HXD,4.031,0.5038,Bifunctional protein birA  synthetase,LIGASE,OTHER,P06709,False
297,2C95,2.519,0.5038,Adenylate kinase isoenzyme 1,TRANSFERASE,TRANSFERASES,P00568,False
298,1WJV,2.513,0.5025,Cell growth-regulating nucleolar protein,DNA BINDING PROTEIN,OTHER,Q08288,False
