,Id,Fit,Norm Fit,Name,Keywords,Class,UNIPROT,Trypanosomatida
232,1K44,3.844,0.6406,Nucleoside diphosphate kinase,TRANSFERASE,TRANSFERASES,P84284,False
233,1KMH,3.842,0.6403,"ATP synthase subunit alpha, chloroplastic",HYDROLASE,HYDROLASES,P06450,False
234,3GLB,4.48,0.6399,HTH-type transcriptional regulator catM,TRANSCRIPTION,OTHER,P07774,False
235,1AUN,3.839,0.6398,Osmotin-like protein,ANTIFUNGAL PROTEIN,OTHER,P25871,False
236,2DAF,4.473,0.639,IQ and ubiquitin-like domain-containing protein,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q8NA54,False
237,1AJ8,4.46,0.6372,Citrate synthase,LYASE,LYASES,Q53554,False
238,1P16,4.458,0.6368,mRNA-capping enzyme subunit alpha,TRANSFERASE,TRANSFERASES,P78587,False
239,2EPI,3.817,0.6361,UPF0045 protein MJ1052,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q58452,False
240,1WH0,3.807,0.6345,Ubiquitin carboxyl-terminal hydrolase 19,HYDROLASE,HYDROLASES,UBP19_HUMAN,False
241,1QSA,4.427,0.6324,Soluble lytic murein transglycosylase precursor,TRANSFERASE,TRANSFERASES,P0AGC3,False
242,1MJ4,4.419,0.6313,"Sulfite oxidase, mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,P51687,False
243,2VAS,4.415,0.6307,Myosin-VI,MOTOR PROTEIN,TRANSLOCASES,Q29122,False
244,2I7X,4.411,0.6302,Cleavage and polyadenylation specificity factor subunit 3,"RNA BINDING PROTEIN, PROTEIN BINDING",OTHER,CPSF3_HUMAN,False
245,1WI3,4.367,0.6238,DNA-binding protein SATB2,DNA BINDING PROTEIN,OTHER,SATB2_HUMAN,False
246,1XQP,3.114,0.6229,N-glycosylase/DNA lyase,LYASE,LYASES,Q8ZVK6,False
247,1TO6,3.733,0.6222,Glycerate kinase,TRANSFERASE,TRANSFERASES,P57098,False
248,1SGM,3.727,0.6212,Uncharacterized HTH-type transcriptional regulator yxaF,TRANSCRIPTION,OTHER,P42105,False
249,2CY3,3.726,0.621,"Cytochrome c3, 13 kDa",ELECTRON TRANSPORT (HEME PROTEIN),OXIDOREDUCTASES,P00136,False
250,2C7Y,4.341,0.6202,"3-ketoacyl-CoA thiolase 2, peroxisomal",TRANSFERASE,TRANSFERASES,Q56WD9,False
251,1TWU,3.721,0.6202,Uncharacterized protein yycE,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P37479,False
252,2NQB,3.72,0.6201,Histone H3,STRUCTURAL PROTEIN/DNA,OTHER,P02299,False
253,3DH4,3.716,0.6194,Sodium/glucose cotransporter,TRANSPORT PROTEIN,TRANSLOCASES,SGLT_VIBPA,False
254,1NJ8,4.333,0.619,Prolyl-tRNA synthetase,LIGASE,LIGASES,Q58635,False
255,2F66,3.705,0.6174,Suppressor protein STP22 of temperature-sensitive alpha-factor receptor and arginine permease,TRANSPORT PROTEIN,TRANSLOCASES,P25604,False
256,1HTY,3.701,0.6168,Alpha-mannosidase 2,HYDROLASE,HYDROLASES,Q24451,False
257,1YA0,4.316,0.6166,Protein SMG7,SIGNALING PROTEIN,OTHER,Q92540,False
258,1S9C,3.696,0.6161,Peroxisomal multifunctional enzyme type 2,LYASE,LYASES,P51659,False
259,2A7S,3.694,0.6157,Probable propionyl-CoA carboxylase beta chain 5,LIGASE,LIGASES,P96885,False
260,1YHN,3.692,0.6153,Ras-related protein Rab-7a,PROTEIN TRANSPORT,TRANSLOCASES,P51149,False
261,1ML8,3.692,0.6153,Protein yhfA,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P0ADX3,False
262,2JWY,4.303,0.6147,Uncharacterized lipoprotein yajI,LIPOPROTEIN,OTHER,P46122,False
263,2QBV,3.686,0.6143,Uncharacterized protein Rv0948c/MT0975,ISOMERASE,ISOMERASES,P64767,False
264,2DO1,4.299,0.6142,SAP domain-containing ribonucleoprotein,GENE REGULATION,OTHER,P82979,False
265,2HKA,3.685,0.6142,Epididymal secretory protein E1,LIPID BINDING PROTEIN,OTHER,P79345,False
266,1PHN,2.455,0.6137,C-phycocyanin alpha chain,ELECTRON TRANSPORT,OXIDOREDUCTASES,P00306,False
267,1YVW,3.682,0.6136,Phosphoribosyl-ATP pyrophosphatase,HYDROLASE,HYDROLASES,Q81G00,False
268,1WJT,3.679,0.6131,Transcription elongation factor A protein 3,TRANSCRIPTION,OTHER,P23881,False
269,1TZ7,3.677,0.6129,4-alpha-glucanotransferase,TRANSFERASE,TRANSFERASES,O66937,False
270,1F0X,4.287,0.6124,D-lactate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,DLD_ECOLI,False
271,3BID,3.673,0.6121,UPF0339 protein NMA1193/NMA1859,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q9JRE9,False
272,1JW2,3.668,0.6114,Hemolysin expression-modulating protein,GENE REGULATION,OTHER,P0ACE3,False
273,2QNC,3.662,0.6104,Recombination endonuclease VII,Hydrolase/DNA,HYDROLASES,P13340,False
274,2AAO,3.662,0.6104,Calcium-dependent protein kinase 1,TRANSFERASE,TRANSFERASES,Q06850,False
275,1YCD,4.272,0.6103,Family of serine hydrolases 1,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P38777,False
276,3HBX,3.661,0.6101,Glutamate decarboxylase 1,LYASE,LYASES,Q42521,False
277,1BH9,3.661,0.6101,Transcription initiation factor TFIID subunit 13,TRANSCRIPTION REGULATION COMPLEX,OTHER,Q15543,False
278,2W4O,3.652,0.6086,Calcium/calmodulin-dependent protein kinase type IV,TRANSFERASE,TRANSFERASES,Q16566,False
279,2HYD,3.65,0.6083,Putative multidrug export ATP-binding/permease protein SAV1866,TRANSPORT PROTEIN,TRANSLOCASES,Q99T13,False
280,2QV6,3.65,0.6083,GTP cyclohydrolase III,HYDROLASE,HYDROLASES,Q57609,False
281,1L7B,4.257,0.6082,DNA ligase,LIGASE,LIGASES,P26996,False
282,1E77,3.639,0.6065,Glucose-6-phosphate 1-dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P11411,False
283,1W2L,3.637,0.6061,Cytochrome oxidase subunit II,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9F3S9,False
284,1DOS,3.637,0.6061,Fructose-bisphosphate aldolase class 2,LYASE,LYASES,P0AB71,False
285,2QXL,4.238,0.6054,Heat shock protein homolog SSE1,CHAPERONE,OTHER,P32589,False
286,2P63,3.63,0.6051,Cell division control protein 4,CELL CYCLE,OTHER,P07834,False
287,1VBG,4.231,0.6044,"Pyruvate, phosphate dikinase 1, chloroplastic",TRANSFERASE,TRANSFERASES,P11155,False
288,1KU9,3.625,0.6042,DNA-binding protein MJ1563,DNA BINDING PROTEIN,OTHER,Q58958,False
289,3B68,4.227,0.6038,Androgen receptor,TRANSCRIPTION,OTHER,ANDR_HUMAN,False
290,1UF2,4.221,0.603,Major 114 kDa structural protein,VIRUS,OTHER,P22472,False
291,1UKF,3.617,0.6028,Cysteine protease avirulence protein avrPphB,HYDROLASE,HYDROLASES,Q52430,False
292,1J7X,4.219,0.6027,Retinol-binding protein 3,TRANSPORT PROTEIN,TRANSLOCASES,Q7SZI7,False
293,3CDK,3.611,0.6018,Probable succinyl-Co,TRANSFERASE,TRANSFERASES,P42315,False
294,1CFP,3.61,0.6017,Protein S100-B,CALCIUM-BINDING PROTEIN,OTHER,P02638,False
295,2VWE,4.211,0.6016,Vascular endothelial growth factor B,IMMUNE SYSTEM,OTHER,P49765,False
296,1XS8,3.606,0.601,Probable Fe(2+)-trafficking protein,METAL TRANSPORT,TRANSLOCASES,P67617,False
297,1UVX,4.206,0.6008,Globin LI637,OXYGEN STORAGE/TRANSPORT,OTHER,Q08753,False
298,1K20,3.604,0.6006,Probable manganese-dependent inorganic pyrophosphatase,HYDROLASE,HYDROLASES,P95765,False
