,Id,Fit,Norm Fit,Name,Keywords,Class,UNIPROT,Trypanosomatida
232,1SHZ,3.497,0.269,Rho guanine nucleotide exchange factor 1,SIGNALING PROTEIN,OTHER,ARHG1_HUMAN,False
233,1EQR,2.69,0.269,Aspartyl-tRNA synthetase,LIGASE,LIGASES,P21889,False
234,2H9C,2.958,0.2689,Salicylate biosynthesis protein pchB,LYASE,LYASES,Q51507,False
235,2NN6,2.956,0.2687,Exosome complex exonuclease RRP45,HYDROLASE/TRANSFERASE,HYDROLASES,Q06265,False
236,2I7N,2.955,0.2687,Pantothenate kinase 1,TRANSFERASE,TRANSFERASES,Q8TE04,False
237,1GO2,2.953,0.2685,Ferredoxin--NADP reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,P21890,False
238,1SQP,3.221,0.2684,"Cytochrome b-c1 complex subunit 1, mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,P31800,False
239,1I0E,2.952,0.2684,Creatine kinase M-type,TRANSFERASE,TRANSFERASES,KCRM_HUMAN,False
240,3BHR,2.684,0.2684,Thymidylate synthase,TRANSFERASE,TRANSFERASES,P0A884,False
241,1WHK,2.949,0.2681,CAP-Gly domain-containing linker protein 4,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q8CI96,False
242,2CRR,2.946,0.2678,Stromal membrane-associated protein 1,PROTEIN TRANSPORT,TRANSLOCASES,Q8IYB5,False
243,2QTV,2.673,0.2673,Protein transport protein SEC23,PROTEIN TRANSPORT,TRANSLOCASES,P15303,False
244,2H60,2.405,0.2673,Probable global transcription activator SNF2L4,TRANSCRIPTION,OTHER,P51532,False
245,1JXH,2.923,0.2657,Phosphomethylpyrimidine kinase,TRANSFERASE,TRANSFERASES,P55882,False
246,1FXK,2.921,0.2655,Prefoldin subunit beta,CHAPERONE,OTHER,O26774,False
247,2D1C,2.92,0.2654,Isocitrate dehydrogenase [NADP],OXIDOREDUCTASE,OXIDOREDUCTASES,P33197,False
248,1EBU,2.915,0.265,Homoserine dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P31116,False
249,2F6R,5.299,0.2649,Bifunctional coenzyme A synthase,TRANSFERASE,TRANSFERASES,Q9DBL7,False
250,1HDS,2.649,0.2649,Hemoglobin subunit alpha-1/2,OXYGEN TRANSPORT,LIGASES,P01972,False
251,2DA4,2.382,0.2646,Highly divergent homeobox,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q7Z353,False
252,2DNE,2.905,0.2641,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",TRANSFERASE,TRANSFERASES,P10515,False
253,2COG,2.899,0.2636,"Branched-chain-amino-acid aminotransferase, cytosolic",TRANSFERASE,TRANSFERASES,BCAT1_HUMAN,False
254,1JL4,2.895,0.2632,"H-2 class II histocompatibility antigen, A-K alpha chain",IMMUNE SYSTEM,OTHER,P01910,False
255,1DP4,2.893,0.263,Atrial natriuretic peptide receptor A,"HORMONE/GROWTH FACTOR RECEPTOR, LYASE",OTHER,P18910,False
256,1JSU,2.893,0.263,Cyclin-A2,COMPLEX (TRANSFERASE/CYCLIN/INHIBITOR),TRANSFERASES,CCNA2_HUMAN,False
257,1GX3,2.891,0.2628,Arylamine N-acetyltransferase,TRANSFERASE,TRANSFERASES,NAT_MYCSM,False
258,2JOZ,2.883,0.2621,Uncharacterized protein yxeF,LIPID BINDING PROTEIN,OTHER,P54945,False
259,1QSJ,2.621,0.2621,Complement C3,IMMUNE SYSTEM,OTHER,P01026,False
260,2IX5,2.882,0.262,"Acyl-coenzyme A oxidase 4, peroxisomal",OXIDOREDUCTASE,OXIDOREDUCTASES,Q96329,False
261,1WZ6,2.613,0.2613,HMG box transcription factor BBX,TRANSCRIPTION,OTHER,Q8VBW5,False
262,1WFI,2.608,0.2608,Nuclear migration protein nudC,TRANSPORT PROTEIN,TRANSLOCASES,O35685,False
263,2QZZ,2.592,0.2592,Eugenol synthase 1,PLANT PROTEIN,OTHER,Q15GI4,False
264,1F0N,2.319,0.2577,Antigen 85-B,TRANSFERASE,TRANSFERASES,P0C5B9,False
265,2A6N,2.831,0.2574,Dihydrodipicolinate synthase,LYASE,LYASES,P0A6L2,False
266,1T8E,2.831,0.2574,DNA polymerase,transferase/electron transport/DNA,TRANSFERASES,P00581,False
267,3BW7,2.31,0.2567,Cytokinin dehydrogenase 1,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9T0N8,False
268,1HBR,2.821,0.2564,Hemoglobin subunit alpha-D,OXYGEN STORAGE/TRANSPORT,OTHER,P02001,False
269,1SI8,2.562,0.2562,Catalase/peroxidase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q834P5,False
270,3CX6,2.813,0.2557,Guanine nucleotide-binding protein subunit alpha-13,SIGNALING PROTEIN,OTHER,P27601,False
271,2AZO,2.813,0.2557,DNA mismatch repair protein mutH,ENDONUCLEASE,HYDROLASES,P06722,False
272,1IGR,4.087,0.2555,Insulin-like growth factor 1 receptor,HORMONE RECEPTOR,OTHER,IGF1R_HUMAN,False
273,3EIN,2.811,0.2555,Glutathione S-transferase 1-1,TRANSFERASE,TRANSFERASES,P20432,False
274,1K9K,2.81,0.2555,Protein S100-A6,SIGNALING PROTEIN,OTHER,S10A6_HUMAN,False
275,1KYQ,2.804,0.2549,Siroheme biosynthesis protein MET8,"OXIDOREDUCTASE, LYASE",OXIDOREDUCTASES,P15807,False
276,1FCQ,2.804,0.2549,Hyaluronidase,HYDROLASE,HYDROLASES,Q08169,False
277,1V0P,2.033,0.2541,Cell division control protein 2 homolog,TRANSFERASE,TRANSFERASES,Q07785,False
278,2C0G,2.286,0.254,Protein windbeutel,CHAPERONE,OTHER,O44342,False
279,2J4C,2.79,0.2536,Cholinesterase,HYDROLASE,HYDROLASES,CHLE_HUMAN,False
280,1U0A,2.787,0.2533,Beta-glucanase,HYDROLASE,HYDROLASES,P23904,False
281,2ARF,4.535,0.252,Copper-transporting ATPase 2,HYDROLASE,HYDROLASES,P35670,False
282,3BSD,2.762,0.2511,Bacteriochlorophyll a protein,PHOTOSYNTHESIS,OTHER,Q46393,False
283,1VB6,2.509,0.2509,Heme-regulated cyclic AMP phosphodiesterase,SIGNALING PROTEIN,OTHER,P76129,False
284,1T3A,2.507,0.2507,Botulinum neurotoxin type E,"HYDROLASE, TOXIN",HYDROLASES,Q00496,False
285,2YXX,3.252,0.2502,Diaminopimelate decarboxylase,LYASE,LYASES,Q9X1K5,False
286,2IGB,2.994,0.2495,Bifunctional protein pyrR,TRANSFERASE,TRANSFERASES,P41007,False
287,4VHB,2.985,0.2488,Bacterial hemoglobin,OXYGEN STORAGE/TRANSPORT,OTHER,P04252,False
288,1RX7,2.984,0.2487,Dihydrofolate reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,P0ABQ4,False
289,1K3V,2.981,0.2484,Coat protein VP1,VIRUS,OTHER,P18546,False
290,1NFF,2.978,0.2481,3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P69167,False
291,1M44,2.729,0.2481,Aminoglycoside 2-N-acetyltransferase,TRANSFERASE,TRANSFERASES,P0A5N0,False
292,1SDD,2.479,0.2479,Coagulation factor V,BLOOD CLOTTING,OXIDOREDUCTASES,Q28107,False
293,1QL6,2.97,0.2475,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle isoform",KINASE (GLYCOGEN METABOLISM),TRANSFERASES,P00518,False
294,2O7S,2.722,0.2474,"Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase, chloroplastic","OXIDOREDUCTASE, TRANSFERASE",OXIDOREDUCTASES,Q9SQT8,False
295,2F7S,2.719,0.2472,Ras-related protein Rab-27B,SIGNALING PROTEIN,OTHER,RB27B_HUMAN,False
296,2BUW,2.952,0.246,"Protocatechuate 3,4-dioxygenase alpha chain",OXIDOREDUCTASE,OXIDOREDUCTASES,P20371,False
297,1F06,2.947,0.2456,Meso-diaminopimelate D-dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P04964,False
298,1MK7,2.941,0.2451,Integrin beta-3,STRUCTURAL PROTEIN,OTHER,ITB3_HUMAN,False
299,1QAG,2.939,0.2449,Utrophin,STRUCTURAL PROTEIN,OTHER,P46939,False
300,1FNN,2.934,0.2445,Cell division control protein 6,CELL CYCLE,OTHER,Q8ZYK1,False
301,2JRS,2.932,0.2443,RNA-binding protein 39,RNA BINDING PROTEIN,TRANSLOCASES,Q14498,False
302,2GVY,2.925,0.2437,Alpha-amylase A type-1/2,HYDROLASE,HYDROLASES,P0C1B3,False
303,2GED,2.916,0.243,Signal recognition particle receptor subunit beta,"PROTEIN TRANSPORT, SIGNALING PROTEIN",TRANSLOCASES,P36057,False
304,1V4V,3.885,0.2428,UDP-N-acetyl-D-glucosamine-2-epimerase,ISOMERASE,ISOMERASES,P83824,False
305,2Z1S,2.911,0.2426,Beta-glucosidase B,HYDROLASE,HYDROLASES,P22505,False
306,1KAR,2.176,0.2417,Histidinol dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P06988,False
307,1YGP,2.897,0.2414,Glycogen phosphorylase,GLYCOSYLTRANSFERASE,TRANSFERASES,P06738,False
308,2JU0,2.889,0.2407,Calcium-binding protein NCS-1,METAL BINDING PROTEIN/SIGNALING PROTEIN,OTHER,Q06389,False
309,2YRN,2.887,0.2406,Neuron navigator 2,HYDROLASE,HYDROLASES,Q8IVL1,False
310,3G3R,2.646,0.2405,Vacuolar transporter chaperone 4,BIOSYNTHETIC PROTEIN,LIGASES,P47075,False
311,1VFR,2.884,0.2403,Major NAD(P)H-flavin oxidoreductase,OXIDOREDUCTASE,OXIDOREDUCTASES,P46072,False
312,1IYN,4.316,0.2398,Stromal ascorbate peroxidase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q8LNY5,False
313,1KXV,3.835,0.2397,Pancreatic alpha-amylase,"HYDROLASE, IMMUNE SYSTEM",HYDROLASES,P00690,False
314,1T3K,2.397,0.2397,Dual specificity phosphatase Cdc25,HYDROLASE,HYDROLASES,Q8GY31,False
315,1E0Y,2.634,0.2394,Vanillyl-alcohol oxidase,FLAVOENZYME,OXIDOREDUCTASES,P56216,False
316,3FF6,2.872,0.2393,Acetyl-CoA carboxylase 2,LIGASE,LIGASES,O00763,False
317,2O3O,2.872,0.2393,Two-component system yycFG regulatory protein,SIGNALING PROTEIN,OTHER,Q45612,False
318,2UY8,2.864,0.2387,Oxalate decarboxylase oxdC,LYASE,LYASES,O34714,False
319,1F3J,2.376,0.2376,"H-2 class II histocompatibility antigen, A-D alpha chain",IMMUNE SYSTEM,OTHER,P04228,False
320,1RY3,2.839,0.2366,Bacteriocin carnobacteriocin B2,ANTIBIOTIC,OTHER,P38580,False
321,1N1C,2.362,0.2362,Chaperone protein torD,CHAPERONE,OTHER,O87949,False
322,1VJU,2.832,0.236,Coproporphyrinogen-III oxidase,OXIDOREDUCTASE,OXIDOREDUCTASES,P84155,True
323,2OVW,2.595,0.2359,Endoglucanase type C,HYDROLASE,HYDROLASES,P46237,False
324,1AD3,2.82,0.235,"Aldehyde dehydrogenase, dimeric NADP-preferring",OXIDOREDUCTASE,OXIDOREDUCTASES,P11883,False
325,2CV1,5.871,0.2348,Glutamyl-tRNA synthetase,ligase/RNA,LIGASES,P27000,False
326,2RGV,3.991,0.2348,Peroxide operon regulator,DNA BINDING PROTEIN,OTHER,P71086,False
327,1VIU,2.816,0.2346,GDP-mannose pyrophosphatase nudK,HYDROLASE,HYDROLASES,P37128,False
328,3FY2,2.569,0.2335,Ephrin type-A receptor 3,TRANSFERASE,TRANSFERASES,P29320,False
329,3CUE,2.797,0.2331,Transport protein particle 23 kDa subunit,PROTEIN TRANSPORT,TRANSLOCASES,Q03784,False
330,1JLS,2.085,0.2317,Uracil phosphoribosyltransferase,TRANSFERASE,TRANSFERASES,UPP_TOXGO,False
331,2A3F,2.991,0.2301,Nitrophorin-2,TRANSPORT PROTEIN,TRANSLOCASES,Q26241,False
332,1H0D,2.986,0.2297,Angiogenin,IMMUNE SYSTEM/HYDROLASE,HYDROLASES,ANGI_HUMAN,False
333,1FC4,2.756,0.2297,2-amino-3-ketobutyrate coenzyme A ligase,TRANSFERASE,TRANSFERASES,P0AB77,False
334,1B0A,2.982,0.2294,Bifunctional protein folD,"OXIDOREDUCTASE,HYDROLASE",OXIDOREDUCTASES,P24186,False
335,1ONQ,2.745,0.2288,T-cell surface glycoprotein CD1a,IMMUNE SYSTEM,OTHER,CD1A_HUMAN,False
336,2VYC,2.966,0.2281,Biodegradative arginine decarboxylase,LYASE,LYASES,P28629,False
337,1MKY,2.736,0.228,GTP-binding protein engA,LIGAND BINDING PROTEIN,TRANSLOCASES,Q9X1F8,False
338,2VN8,2.732,0.2277,"Reticulon-4-interacting protein 1, mitochondrial",RECEPTOR INHIBITOR,OTHER,Q8WWV3,False
339,1K4Y,2.954,0.2273,Liver carboxylesterase 1,HYDROLASE,HYDROLASES,P12337,False
340,1JBA,2.718,0.2265,Guanylyl cyclase-activating protein 2,LYASE,LYASES,P51177,False
341,2JHQ,2.038,0.2264,Uracil-DNA glycosylase,HYDROLASE,HYDROLASES,Q9KPK8,False
342,3GET,3.393,0.2262,Histidinol-phosphate aminotransferase,TRANSFERASE,TRANSFERASES,Q9PII2,False
343,2YS5,6.331,0.2261,ALK tyrosine kinase receptor,SIGNALING PROTEIN,OTHER,ALK_HUMAN,False
344,2ZPA,2.486,0.226,Uncharacterized protein ypfI,TRANSFERASE,TRANSFERASES,P76562,False
345,3HBX,2.931,0.2255,Glutamate decarboxylase 1,LYASE,LYASES,Q42521,False
346,3C5W,2.926,0.225,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,HYDROLASE,HYDROLASES,P30153,False
347,1Q74,2.924,0.2249,N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha-D-Glucopyranoside Deacetylase mshB,HYDROLASE,HYDROLASES,O50426,False
348,1EF8,2.919,0.2245,Methylmalonyl-CoA decarboxylase,LYASE,LYASES,P52045,False
349,3DMQ,2.913,0.224,RNA polymerase-associated protein rapA,ERROR try this entry again,OTHER,P60240,False
350,2ZV8,2.911,0.2239,Tyrosine-protein kinase Lyn,TRANSFERASE,TRANSFERASES,P25911,False
351,3BCG,2.686,0.2239,HTH-type transcriptional regulator acrR,TRANSCRIPTION regulator,OTHER,P0ACS9,False
352,1BH9,2.461,0.2238,Transcription initiation factor TFIID subunit 13,TRANSCRIPTION REGULATION COMPLEX,OTHER,Q15543,False
353,1MVF,2.68,0.2233,PemI-like protein 1,IMMUNE SYSTEM,OTHER,P0AE73,False
354,2JOR,2.897,0.2228,Fibrinogen alpha chain,BLOOD CLOTTING,OXIDOREDUCTASES,P02672,False
355,1KOJ,2.444,0.2222,Glucose-6-phosphate isomerase,ISOMERASE,ISOMERASES,Q9N1E2,False
356,1F3B,2.653,0.2211,Glutathione S-transferase A1,TRANSFERASE,TRANSFERASES,P13745,False
357,2OUI,3.536,0.221,NADP-dependent alcohol dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P35630,False
358,3B5K,2.874,0.221,Interleukin-5,CYTOKINE,OTHER,P04401,False
359,2CTH,2.65,0.2209,Cytochrome c3,ELECTRON TRANSPORT,OXIDOREDUCTASES,P00131,False
360,1QS1,3.975,0.2208,Vip2Ac,TOXIN,OTHER,Q844J9,False
361,2CW0,2.865,0.2204,DNA-directed RNA polymerase subunit alpha,TRANSFERASE,TRANSFERASES,Q9Z9H6,False
362,2D2N,2.864,0.2203,Extracellular giant hemoglobin major globin subunit A1,OXYGEN STORAGE/TRANSPORT,OTHER,Q7M419,False
363,1U3I,2.415,0.2196,Glutathione S-transferase class-mu 28 kDa isozyme,TRANSFERASE,TRANSFERASES,P09792,False
364,2O2K,2.412,0.2193,Methionine synthase,TRANSFERASE,TRANSFERASES,METH_HUMAN,False
365,1NGK,2.85,0.2192,Hemoglobin-like protein HbO,OXYGEN STORAGE/TRANSPORT,OTHER,P0A595,False
366,1I2C,2.628,0.219,"UDP-sulfoquinovose synthase, chloroplastic",BIOSYNTHETIC PROTEIN,LIGASES,O48917,False
367,1MRO,2.841,0.2185,Methyl-coenzyme M reductase I subunit alpha,METHANOGENESIS,OXIDOREDUCTASES,P11558,False
368,2UYQ,2.841,0.2185,Putative S-adenosyl-L-methionine-dependent methyltransferase ML2640,TRANSFERASE,TRANSFERASES,Q9CCZ4,False
369,1GEG,2.621,0.2184,Acetoin(diacetyl) reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q48436,False
370,1ORD,2.838,0.2183,"Ornithine decarboxylase, inducible",CARBOXY-LYASE,LYASES,P43099,False
371,1SMD,2.392,0.2175,Alpha-amylase 1,HYDROLASE (O-GLYCOSYL),HYDROLASES,P04745,False
372,2GOK,2.824,0.2172,Imidazolonepropionase,HYDROLASE,HYDROLASES,Q8U8Z6,False
373,3PGH,3.465,0.2166,Prostaglandin G/H synthase 2,OXIDOREDUCTASE,OXIDOREDUCTASES,Q05769,False
374,1GPO,2.166,0.2166,Ig kappa chain C region,IMMUNE SYSTEM,OTHER,P01837,False
375,2DYM,2.814,0.2165,Autophagy protein 5,PROTEIN TURNOVER/PROTEIN TURNOVER,OTHER,Q12380,False
376,3EUK,2.779,0.2138,Chromosome partition protein mukB,CELL CYCLE,OTHER,Q7VL96,False
377,1PD2,2.13,0.213,Glutathione-requiring prostaglandin D synthase,LIGASE,LIGASES,O35543,False
378,1LQA,2.975,0.2125,Protein tas,OXIDOREDUCTASE,OXIDOREDUCTASES,P0A9T4,False
379,1BR4,2.763,0.2125,Myosin-11,MUSCLE PROTEIN,OTHER,P10587,False
380,2HK9,3.606,0.2121,Shikimate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,O67049,False
381,2GAA,2.755,0.212,Uncharacterized protein YFR007W,UNKNOWN FUNCTION,OTHER,P43591,False
382,1GM9,2.753,0.2118,Penicillin G acylase,HYDROLASE,HYDROLASES,P06875,False
383,1AM5,2.963,0.2117,Pepsin-2B,ASPARTYL PROTEASE,HYDROLASES,P56272,False
384,1N9E,2.752,0.2117,Lysyl oxidase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q96X16,False
385,2BGN,2.537,0.2115,Dipeptidyl peptidase 4,HYDROLASE,HYDROLASES,DPP4_HUMAN,False
386,1RXT,2.529,0.2107,Glycylpeptide N-tetradecanoyltransferase 1,TRANSFERASE,TRANSFERASES,P30419,False
387,2DXC,2.525,0.2104,Thiocyanate hydrolase subunit alpha,HYDROLASE,HYDROLASES,O66187,False
388,1J8T,2.945,0.2103,Phenylalanine-4-hydroxylase,OXIDOREDUCTASE,OXIDOREDUCTASES,PH4H_HUMAN,False
389,1SY7,2.944,0.2103,Catalase-1,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9C168,False
390,1PVV,2.941,0.21,Ornithine carbamoyltransferase,TRANSFERASE,TRANSFERASES,Q51742,False
391,1IIE,2.927,0.2091,HLA class II histocompatibility antigen gamma chain,MAJOR HISTOCOMPATIBILITY COMPLEX,OTHER,HG2A_HUMAN,False
392,1LME,2.925,0.209,Peptide deformylase,HYDROLASE,HYDROLASES,P96113,False
393,1QKI,2.714,0.2088,Glucose-6-phosphate 1-dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,G6PD_HUMAN,False
394,1VLI,2.919,0.2085,Spore coat polysaccharide biosynthesis protein spsE,BIOSYNTHETIC PROTEIN,LIGASES,P39625,False
395,1JMY,2.711,0.2085,Bile salt-activated lipase,HYDROLASE,HYDROLASES,CEL_HUMAN,False
396,2CUJ,2.498,0.2082,Transcriptional adapter 2-alpha,TRANSCRIPTION,OTHER,Q8CHV6,False
397,2GLF,2.905,0.2075,Probable M18 family aminopeptidase 1,HYDROLASE,HYDROLASES,Q9WYJ9,False
398,1JLV,2.9,0.2071,"Glutathione S-transferase 1, isoform C",TRANSFERASE,TRANSFERASES,Q93112,False
399,2HNH,2.485,0.2071,DNA polymerase III subunit alpha,TRANSFERASE,TRANSFERASES,P10443,False
400,1CS6,2.897,0.2069,Contactin-2,CELL ADHESION,OTHER,P28685,False
401,1YWQ,2.891,0.2065,Nitroreductase family protein,OXIDOREDUCTASE,OXIDOREDUCTASES,Q81EW9,False
402,2CLP,2.267,0.2061,Aflatoxin B1 aldehyde reductase member 3,OXIDOREDUCTASE,OXIDOREDUCTASES,O95154,False
403,2INY,2.873,0.2052,Hexon protein,VIRAL PROTEIN,OTHER,P42671,False
404,2EA1,4.708,0.2047,Ribonuclease I,HYDROLASE,HYDROLASES,P21338,False
405,3GDV,2.046,0.2046,Protease degS,HYDROLASE/HYDROLASE ACTIVATOR,HYDROLASES,P0AEE3,False
406,1EJI,2.855,0.204,"Serine hydroxymethyltransferase, cytosolic",TRANSFERASE,TRANSFERASES,P50431,False
407,2CMW,2.652,0.204,Casein kinase I isoform gamma-1,TRANSFERASE,TRANSFERASES,KC1G1_HUMAN,False
408,1MLY,2.65,0.2039,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,TRANSFERASE,TRANSFERASES,P12995,False
409,2CF6,3.862,0.2033,Cinnamyl alcohol dehydrogenase 5,OXIDOREDUCTASE,OXIDOREDUCTASES,O49482,False
410,1XS6,2.641,0.2032,Deoxycytidine triphosphate deaminase,HYDROLASE,HYDROLASES,P28248,False
411,1VIS,2.843,0.203,Mevalonate kinase,TRANSFERASE,TRANSFERASES,Q58487,False
412,2H7F,3.648,0.2027,DNA topoisomerase 1,ISOMERASE/DNA,ISOMERASES,P32989,False
413,1W28,2.828,0.202,Deacetoxycephalosporin C synthetase,OXIDOREDUCTASE,OXIDOREDUCTASES,P18548,False
414,3FMD,2.822,0.2016,Serine/threonine-protein kinase haspin,TRANSFERASE,TRANSFERASES,Q8TF76,False
415,3CGU,2.617,0.2013,Protein giant-lens,HORMONE/SIGNALING PROTEIN,OTHER,Q00805,False
416,2RO3,2.809,0.2006,Putative transition state regulator abh,TRANSCRIPTION,OTHER,P39758,False
417,3BPQ,2.005,0.2005,Uncharacterized protein MJ1103,TOXIN,OTHER,Q58503,False
418,1Y64,2.802,0.2002,"Actin, alpha skeletal muscle",STRUCTURAL PROTEIN,OTHER,P68135,False
419,1L0P,2.603,0.2002,Alpha-amylase,HYDROLASE,HYDROLASES,P29957,False
420,1FCD,2.601,0.2001,Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain,ELECTRON TRANSPORT(FLAVOCYTOCHROME),OXIDOREDUCTASES,Q06530,False
421,1SR8,2.593,0.1995,Putative cobalt-precorrin-6A synthase [deacetylating],BIOSYNTHETIC PROTEIN,LIGASES,O29535,False
422,1E9Z,2.179,0.1981,Urease subunit alpha,HYDROLASE,HYDROLASES,P14916,False
423,2BJO,2.767,0.1976,Organic hydroperoxide resistance protein ohrB,OXIDOREDUCTASE,OXIDOREDUCTASES,P80242,False
424,1T71,2.767,0.1976,Uncharacterized protein MG246 homolog,HYDROLASE,HYDROLASES,P75429,False
425,3F3P,2.963,0.1975,Nucleoporin SEH1,STRUCTURAL PROTEIN,OTHER,P53011,False
426,2C0H,2.173,0.1975,"Mannan endo-1,4-beta-mannosidase",HYDROLASE,HYDROLASES,Q8WPJ2,False
427,1MU9,2.956,0.1971,Tyrosyl-DNA phosphodiesterase 1,HYDROLASE,HYDROLASES,Q9NUW8,False
428,1Q7C,2.758,0.197,3-oxoacyl-[acyl-carrier-protein] reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,P0AEK2,False
429,2P91,2.953,0.1969,Enoyl-[acyl-carrier-protein] reductase [NADH],OXIDOREDUCTASE,OXIDOREDUCTASES,O67505,False
430,1Y7P,2.746,0.1961,Hypothetical protein AF_1403,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,O28869,False
431,2GLU,4.102,0.1953,Uncharacterized methyltransferase ycgJ,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,O31474,False
432,1RF8,2.93,0.1953,Eukaryotic translation initiation factor 4E,"BIOSYNTHETIC PROTEIN, TRANSLATION",TRANSLOCASES,P07260,False
433,1YVG,2.729,0.195,Tetanus toxin,HYDROLASE,HYDROLASES,P04958,False
434,2W5Y,2.722,0.1945,Histone-lysine N-methyltransferase HRX,TRANSFERASE,TRANSFERASES,Q03164,False
435,2FYW,2.525,0.1942,UPF0135 protein SP_1609,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q97PK0,False
436,1HLM,2.911,0.1941,"Globin D, coelomic",OXYGEN TRANSPORT,LIGASES,P80017,False
437,1SE8,2.91,0.194,Single-stranded DNA-binding protein,DNA BINDING PROTEIN,OTHER,Q9RY51,False
438,3BWG,2.712,0.1937,Uncharacterized HTH-type transcriptional regulator yydK,TRANSCRIPTION REGULATOR,OTHER,Q45591,False
439,1OBB,2.708,0.1935,Alpha-glucosidase,HYDROLASE,HYDROLASES,O33830,False
440,1R18,2.899,0.1933,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,TRANSFERASE,TRANSFERASES,Q27869,False
441,1H2T,2.706,0.1933,Nuclear cap-binding protein subunit 1,NUCLEAR PROTEIN,OTHER,Q09161,False
442,1S4D,3.091,0.1932,Uroporphyrinogen-III C-methyltransferase,TRANSFERASE,TRANSFERASES,P21631,False
443,1LQL,2.893,0.1929,Uncharacterized protein MG427 homolog,UNKNOWN FUNCTION,OTHER,P75170,False
444,2J0R,2.891,0.1927,Hemin transport protein hemS,TRANSPORT PROTEIN,TRANSLOCASES,P31517,False
445,1KB0,2.886,0.1924,Quinohaemoprotein ethanol dehydrogenase type-1,OXIDOREDUCTASE,OXIDOREDUCTASES,Q46444,False
446,1T8Q,2.873,0.1915,Glycerophosphoryl diester phosphodiesterase,HYDROLASE,HYDROLASES,P09394,False
447,1LIO,2.854,0.1903,Adenosine kinase,TRANSFERASE,TRANSFERASES,Q9TVW2,False
448,1OVQ,2.84,0.1894,Putative Holliday junction resolvase,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P0A8I1,False
449,2HZB,2.643,0.1888,UPF0052 protein BH3568,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q9K706,False
450,1LNU,2.639,0.1885,"H-2 class II histocompatibility antigen, A-B alpha chain",SUGAR BINDING PROTEIN,OTHER,P14434,False
451,1JYV,2.821,0.1881,Beta-galactosidase,HYDROLASE,HYDROLASES,P00722,False
452,2ODR,2.255,0.1879,O-phosphoseryl-tRNA(Cys) synthetase,LIGASE,LIGASES,Q6LZE1,False
453,1I19,2.056,0.1869,Oxidoreductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q7SID9,False
454,1VI9,2.97,0.1856,Pyridoxamine kinase,TRANSFERASE,TRANSFERASES,P77150,False
455,1A0D,2.781,0.1854,Xylose isomerase,KETOLISOMERASE,ISOMERASES,P54273,False
456,2Z8Y,2.964,0.1853,Carbon monoxide dehydrogenase/acetyl-CoA synthase subunit beta,Oxidoreductase/Transferase,OXIDOREDUCTASES,P27989,False
457,1S5J,2.964,0.1853,DNA polymerase 1,TRANSFERASE,TRANSFERASES,P26811,False
458,3C8E,2.409,0.1853,Uncharacterized GST-like protein yghU,TRANSFERASE,TRANSFERASES,Q46845,False
459,1PKF,2.962,0.1851,Cytochrome P450 167A1,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9KIZ4,False
460,2O8C,2.959,0.185,DNA mismatch repair protein Msh2,DNA BINDING PROTEIN/DNA,OTHER,P43246,False
461,2I6L,2.956,0.1847,Mitogen-activated protein kinase 6,ERROR try this entry again,OTHER,MK06_HUMAN,False
